Job ID,Job Title,Company,Job_Description,Job Profile
3478291881,Business Analyst,"Agile Resources, Inc.","Title: Business Analyst

Compensation: $60/hr (~$115k/yr)

Location: Atlanta, GA (mostly remote)

Benefits: Medical, Dental, Vision, 401k, and more




Our client is a global leader in the financial industry, with no limit to the growth opportunities available to team members. They are looking for a Business Analyst to join their impressive Atlanta-based team.




Here's what our ideal candidate has:

2+ years in Business Analyst roles
Experience working within an Agile environment
Experience mapping user stories
Experience grooming product backlog
Bachelor’s degree in Computer Science, or similar




Keywords: Business Analyst, Software, Development, SDLC, User Stories, Product Backlog, Agile, Finance

Show more ",Business Analyst
3491957653,Business Analyst,EXL,"EXL Analytics is looking for a Business Analyst to join the team.




EXL (NASDAQ:EXLS) is a global analytics and digital solutions company that partners with clients to improve business outcomes and unlock growth. Bringing together deep domain expertise with robust data, powerful analytics, cloud, and AI, we create agile, scalable solutions and execute complex operations for the world’s leading corporations.




EXL Analytics provides data-driven, action-oriented solutions to business problems through statistical data mining, cutting edge analytics techniques and a consultative approach. Leveraging proprietary methodology and best-of-breed technology, EXL Analytics takes an industry-specific approach to transform our clients’ decision making and embed analytics more deeply into their business processes. Our global footprint of nearly 2,000 data scientists and analysts assist client organizations with complex risk minimization methods, advanced marketing, pricing and CRM strategies, internal cost analysis, and cost and resource optimization within the organization. EXL Analytics serves the insurance, healthcare, banking, capital markets, utilities, retail and e-commerce, travel, transportation and logistics industries.




Please visit www.exlservice.com for more information about EXL Analytics.




Job Description:




Seasoned business analyst with at least 5 years of experience in banking/financial services domain
Expert level experience with Visio and process design
Ability to design end to end to process flow based off interviews as a primary source of information (limited available documentation)
Excelled verbal & written communication skills
Quick learner to obtain good understanding of business processes
Expertise in understanding high level client requirements and building detailed business requirements.
Should be an Individual Contributor well versed with Process Analyst roles and responsibilities
Work collaboratively across functions to ensure alignment on initiatives, processes and deliverables




Good to have:

Experience in fraud domain
SQL/Tableau knowledge




· EXL Analytics offers an exciting, fast paced and innovative environment, which brings together a group of sharp and entrepreneurial professionals who are eager to influence business decisions. From your very first day, you get an opportunity to work closely with highly experienced, world class analytics consultants.

· You can expect to learn many aspects of businesses that our clients engage in. You will also learn effective teamwork and time-management skills - key aspects for personal and professional growth

· Analytics requires different skill sets at different levels within the organization. At EXL Analytics, we invest heavily in training you in all aspects of analytics as well as in leading analytical tools and techniques.

· We provide guidance/ coaching to every employee through our mentoring program wherein every junior level employee is assigned a senior level professional as advisors.

· Sky is the limit for our team members. The unique experiences gathered at EXL Analytics sets the stage for further growth and development in our company and beyond.




EEO/Minorities/Females/Vets/Disabilities




Please be aware that EXL requires all employees to be vaccinated for COVID-19. This position will require the successful candidate to obtain and show proof of a vaccination. EXL is an equal opportunity employer, and will provide reasonable accommodation to those individuals who are unable to be vaccinated consistent with federal, state, and local law.




Base Salary Range Disclaimer: The base salary range represents the low and high end of the EXL salary range for this position. Actual salaries will vary depending on factors including but not limited to: location and experience. The base salary range listed is just one component of EXL's total compensation package for employees. Other rewards may include bonuses, a Paid Time Off policy, and many region-specific benefits

Show more ",Business Analyst
3494398850,Business Analyst,Deloitte,"What impact will you make?




Every day, your work will make an impact that matters, while you thrive in a dynamic culture of inclusion, collaboration and high performance. As the undisputed leader in professional services, Deloitte is where you’ll find unrivaled opportunities to succeed and realize your full potential




Skills Required: Business Analyst




Location: Bangalore

Experience: 6+ years




Mandatory Experience: OIL & GAS Industry/ Banking & Finance

· A strong and demonstrated interest in consulting, specifically in thinking through large and complex engagements

· Base knowledge in business strategy, marketing, finance, operations, and data analysis techniques

· 5 to 10 years of work experience, with 4 to 8 years of experience as a Business Analyst or Consultant with client facing projects (preferably IT Projects)

· Domains: Oil & Gas (Sub Surface & Wells preffered), Banking & Finance

· Experience in PEGA implementation is a plus

· Experience in both agile and waterfall delivery methodologies

· Strong critical and analytical thinking; ability to solve complex and ambiguous problems

· Experience in designing wireframes, UX flows, customer journey maps, conducting usability testing, interpreting feedback and incorporating into future iterations

· Leadership qualities, stakeholder management skills, and the ability to mentor team-members

· Willingness and ability to take initiative and learn independently

· Experience in facilitation of design workshops with a variety of stake holders

· Outstanding interpersonal and communication skills, both written and verbal

· Excellent communication, presentation and persuasion skills

· Knowledge in designing user experience for responsive website/mobile/tablet

· Proficiency with design tools such as: Sketch, Adobe XD, inVision Studio, Zeplin, Axure RP, Adobe Illustrator and Adobe Photoshop

· Experience in working with Google Material Design and iOS design guidelines

· Understanding of usability and accessibility standards including Web Content Accessibility Guidelines (WCAG) & ISO 9241 is preferred

· Willingness for long term international or domestic travel







Your role as a leader

At Deloitte India, we believe in the importance of leadership at all levels. We expect our people to embrace and live our purpose by challenging themselves to identify issues that are most important for our clients, our people, and for society and make an impact that matters.




How you’ll grow




At Deloitte, our professional development plan focuses on helping people at every level of their career to identify and use their strengths to do their best work every day. From entry-level employees to senior leaders, we believe there’s always room to learn. We offer opportunities to help build world-class skills in addition to hands-on experience in the global, fast-changing business world. From on-the-job learning experiences to formal development programs at Deloitte University, our professionals have a variety of opportunities to continue to grow throughout their career. Explore Deloitte University, The Leadership Center.




Benefits

At Deloitte, we know that great people make a great organization. We value our people and offer employees a broad range of benefits. Learn more about what working at Deloitte can mean for you.




Our purpose




Deloitte is led by a purpose: To make an impact that matters.




Every day, Deloitte people are making a real impact in the places they live and work. We pride ourselves on doing not only what is good for clients, but also what is good for our people and the communities in which we live and work—always striving to be an organization that is held up as a role model of quality, integrity, and positive change. Learn more about Deloitte's impact on the world

Show more ",Business Analyst
3488267929,Business Analyst,Zensar Technologies,"Why Zensar?

We’re a bunch of hardworking, fun-loving, people-oriented technology enthusiasts. We love what we do, and we’re passionate about helping our clients thrive in an increasingly complex digital world. Zensar is an organization focused on building relationships, with our clients and with each other—and happiness is at the core of everything we do. In fact, we’re so into happiness that we’ve created a Global Happiness Council, and we send out a Happiness Survey to our employees each year. We’ve learned that employee happiness requires more than a competitive paycheck, and our employee value proposition—grow, own, achieve, learn (GOAL)—lays out the core opportunities we seek to foster for every employee. Teamwork and collaboration are critical to Zensar’s mission and success, and our teams work on a diverse and challenging mix of technologies across a broad industry spectrum. These industries include banking and financial services, high-tech and manufacturing, healthcare, insurance, retail, and consumer services. Our employees enjoy flexible work arrangements and a competitive benefits package, including medical, dental, vision, 401(k), among other benefits. If you are looking for a place to have an immediate impact, to grow and contribute, where we work hard, play hard, and support each other, consider joining team Zensar!




Zensar is seeking a Business Analyst in Durham, North Carolina (100% Remote). This is open for Full time with excellent benefits and growth opportunities.




You might really grab our attention if you have:

Evaluating business processes, anticipating requirements, uncovering areas for improvement, and developing and implementing solutions
Performing requirements analysis
Gathering critical information from meetings with various stakeholders and producing useful reports
Lead ongoing reviews of business processes and developing optimization strategies.




Standard Job Duties:

Analyze user requirements, procedures, and problems to automate or improve existing systems and review computer system capabilities, workflow, and scheduling limitations.
Gather business requirements for enhancements to computer system/applications.
Prepare technical design documents based on business requirements and prepare data flow diagrams.
Implement new design as per technical specifications.
Develop test plans and conduct unit and integration testing.
Conduct user acceptance testing with client/end user and fix any issues raised.
Participate in code deployment and coordinate with different infrastructure teams during go-live, post production, and continued support of end product.




Zensar believes that diversity of backgrounds, thought, experience, and expertise fosters the robust exchange of ideas that enables the highest quality collaboration and work product. Zensar is an equal opportunity employer. All employment decisions shall be made without regard to age, race, creed, color, religion, sex, national origin, ancestry, disability status, veteran status, sexual orientation, gender identity or expression, genetic information, marital status, citizenship status or any other basis as protected by federal, state, or local law. Zensar is committed to providing veteran employment opportunities to our service men and women. Zensar is committed to providing equal employment opportunities for persons with disabilities or religious observances, including reasonable accommodation when needed. Accommodations made to facilitate the recruiting process are not a guarantee of future or continued accommodations once hired.

All candidates must present valid authorization to commence new employment in the U.S. for Zensar.

Candidates who are currently employed by a client or vendor of Zensar may be ineligible for consideration.

Zensar values your privacy. We’ll use your data in accordance with our privacy statement located at: https://zensar.com/privacy-notice.

Show more ",Business Analyst
3489174408,Business Analyst,Tech Mahindra,"We are looking for BA with the - BA - Capital Markets(Derivatives, Forex, MM, SWAPS, Prime Brokerage, Regulatory Reporting etc).




Location : Hyderabad/BLR/Pune

5+ yrs as a Business Analyst on Capital Markets Doman

Business Analyst - BA - Capital Markets(Derivatives, Forex, MM, SWAPS, Prime Brokerage, Regulatory Reporting etc)

• Strong Analytical, Written and Communication skills.

• Ability to work with business users, stake holders, understand requirements and translate them to functional specification Documentation.

Ability to understand business problem and provide a solution/fix.

• Sound Technical skills including SQL/KSQL, writing queries, creating Dashboards

• Functional Testing – Preparing Test scenarios and perform functional testing.

Good verbal, written & Analytical Skills

can join in 30 days

interested can share their resume with the ctc and exp ctc details on pm00829800@techmahindra.com

Show more ",Business Analyst
3466108499,Business Analyst,Tech Mahindra,"Role: Business Analyst

Experience: 3 to 10 Years

Job Location: Any Tech M India Location




Support the customer Imagery Team Program Manager
Analyzing and gathering conclusions in shape of practical recommendations from data
from past scenarios and new ad-hoc pilots
Execute analysis to extract and summarize vast amounts of data
Create flexible and scalable models which drive devices allocation processes and
operational challenges
Evaluate output to ensure a high level of precision, insight and value
Package analysis for reports used by leadership to shape strategic and operational
as well as develop/design tools to improve processes & workflows
Support Program Manager to investigate new possible data sources and model evaluation metrics
Work with Operations Leads to provide accurate status updates for pilot projects based on
measurable delivery parameters including capacity & scope

Show more ",Business Analyst
3481533538,Business Analyst,LPX Group,"Our global investment banking client is looking for an experienced Business Analyst with professional history of working in equity derivative spaces. Our investment banking client is an American multinational independent investment bank and financial services company that is headquartered in New York City.




As an experienced Business Analyst/Project Manager on the Equity Derivatives Team, you will work alongside industry experts in a fast-paced team setting. You will become an expert in cross-functional, end-to-end delivery that spans multiple products. In this role, you will provide BA/PM support to gather and document requirements from business team members and ensure the project team is adhering to project plans while mobilizing stakeholders to achieve project milestones, performing test checkouts, and creating necessary artifacts and documentation for review by peers and team members.




Position Type: Rolling six-month contract role.




Hybrid Work Model: Our client is looking for someone to come into the office in the Midtown Manhattan area. Our client is looking for someone to come into the office 3 days a week and the other 2 days would be working remotely.




Pay Rate: $90-120 an hour




What You’ll Get to Do:

• Align projects and communication into project plans and resolve conflicts and escalate when needed

• Stand-up work items and team management structure for the development and support of technology platforms

• Understand client's challenges and issues; document resolution options and go forward with plans

• Provide BA support to the Equity Derivatives group

• Work with technology teams and must liaise between teams

• Conduct detailed analyses to draw conclusions, and develop pertinent and insightful recommendations

• Present findings and recommendations to leadership

• Provide status reporting to management and business partners







What you’ll bring with You:

• 4+ years' experience in capital markets/investment banking specifically within the equity derivatives space

• 2-4 years experience with technology management or development

• Help conduct requirement analysis, facilitate rule interpretations, document business requirements, document functional requirements, and drive issue remediation

• Exposure to multiple project management methodologies including, but not limited to Agile and Waterfall

• Experience in successfully delivering business and technology projects with an understanding of product development lifecycle

• Development productivity tools (JIRA, TFS, or other)

• Microsoft office suite (Excel, PowerPoint, Project, Visio, etc.)

• Excellent communication skills with the ability to liaise and influence a range of internal and external stakeholders

• Bachelor's degree

• Knowledge of regulations and Equity derivatives and securities transactions.

• High motivated and self-starter

Show more ",Business Analyst
3486224605,Business Analyst,HCLTech,"HCLTech is a global technology company, home to 211,000+ people across 52 countries, delivering industry-leading capabilities centered around digital, engineering and cloud, powered by a broad portfolio of technology services and products. We work with clients across all major verticals including Financial Services, Manufacturing, Technology and Services, Telecom and Media, Retail and CPG, Life Sciences and Healthcare and Public Services. Consolidated revenues as of 12 months ending June 20, 2022 totaled $11.8 billion. To learn how we can supercharge progress for you, visit hcltech.com.

HCLTech is looking to hire a Business Analyst - Medical Device/ Heathcare domain.

This position has no provision for remote/hybrid working mode.

Job Description:

12+ years of exp required.

Mandatory skills:

Responsible to define goals and create a vision for development projects.
Managing and making visible the product backlog, or the prioritized list of requirements for future product development
Work with a cross-functional team in planning a product release.
Will act as primary liaison between stakeholders and teams.
Responsible to evaluate product progress at each sprint towards the release the product.
Responsible to define acceptance criteria for all user stories.
Provide clarification for all queries raised by development team.
Responsible to groom the scrum team once the product backlog is prioritized for the sprint.
Clarify all the functional gaps to help the scrum team to estimate the user stories.
Prepare the definition of done against the sprint goal and obtain product owner concurrence.
Participate Functional testing/ Verify the functionality against definition of done before demo.
Participate in Sprint review to discuss the current product backlog status and any feedback from stakeholders is taken as input for subsequent/future sprint.




Skills Preferred:

Azure Cloud
Medical Devices/HealthCare domain

Show more ",Business Analyst
3498964398,Business Analyst,Cognizant,"Role: Business Analyst

Sectors: Manufacturing, Retail, Consumer Goods, Utilities, Energy

Location: London




In Cognizant’s Digital Business Operations, we help our clients create smarter businesses by optimising processes, increasing productivity and reducing time to market. In Consulting, we work with our clients to solve their most complex business and technology challenges advising on and delivering process optimisation and automation.




You will be part of the Enterprise Automation Process Consulting team, with your role centered on evaluating, clarifying and optimising business processes and working with our clients on their transformation agenda, helping to shape their business operations for the future. The role includes clients from one of the following sectors - UK Manufacturing, Retail, Consumer Goods, Energy & Utilities, but it is not specific to these sectors.




As a Business Analyst, you will conduct effective analysis to clarify, define or evaluate business problems, opportunities or requirements for change and deliver solutions using the client’s chosen methodology (e.g. SAFe Agile). You will use your influencing, negotiation & communication skills to challenge business requirements where appropriate, to ensure that solutions developed are viable within the operating environment and are focused on delivering the anticipated benefits.




You will bring your technical knowledge and experience to analyse systems and data, supporting the business to identify requirements for system change to meet the business need in line with the project objective.




Responsibilities:




Clarify, define and evaluate business problems, opportunities and elicit requirements from business stakeholders
Analyse systems and data to drive out rules and business requirements
Ensure requirements (covering business, functional, non-functional) are documented, organised & prioritised
Support assessment of commercial viability of proposed change
Document accurate representations of business processes and data-flows
Ensure requirements and solution scope remain aligned and focussed on delivery of business benefits
Work collaboratively with stakeholders ensuring a common understanding of the requirements
Continuously review and challenge solution scope and requirements (where needed) to ensure they remain aligned to delivery of benefits. (e.g. highlighting of gaps or 'gold-plating')
Assess impact of proposed solutions on an organisation (people, organisation, processes, metrics & systems etc)
Contribute to the production of RFI/RFPs where required
Validate technical solution designs and test approaches to ensure they will meet business needs
Engage stakeholders and ensure full comprehension of proposed solutions
Conduct organisational readiness/business change readiness assessments
Support overall analysis efforts for larger projects / programmes / investigations
Support functional testing and UAT




Essential Skills & Experience:




Experience working with one of the following sectors – Manufacturing, Retail, Consumer Goods, Utilities or Energy
Agile knowledge and experience
System analysis capability
Stakeholder management skills
Workshop management skills
Requirements elicitation and definition skills
Requirements gathering




Desirable Skills & Experience:




Ability to use core analytical techniques including:
Business process modelling
Data flow modelling
GAP / SWOT analysis
Cost/benefit analysis
Traceability Matrix
Organisational & planning skills







We Offer:




A career in one of the largest and fastest growing IT services providers worldwide
A comprehensive training programmes
An exciting and diverse environment
Opportunity to work for the large multinationals and other leading companies
Personal and professional development




About Cognizant




Cognizant helps clients to reimagine, redefine, and transform their businesses to create new sources of value and become digital leaders. We do this by working in a true partnership relationship, helping our clients become digitally relevant and enabling them to disrupt their own markets, with unparalleled levels of insight, innovative solutions and delivery velocity. Our entire organisation is focused on turning clients’ initial ideas, visions and strategies into successful realities. This is achieved by employing the best people in the business and working with clients to build a single-minded focus and pragmatic, hands-on approach to delivering business strategy, technology and organisational change.




Already a global leader in business and technology services, we are agile enough to engage with clients on their most strategic initiatives and have the know-how and financial strength to deliver the most challenging transformation programmes.




What makes Cognizant a unique place to work? The combination of rapid growth and an international and innovative environment. This is creating a lot of opportunities for people like YOU — people with an entrepreneurial spirit who want to make a difference in this world. At Cognizant, together with your colleagues from all around the world, you will collaborate on creating & implementing transformation & change solutions for the world's leading companies to help them translate their Digital Strategy & vision into a reality.




Cognizant (Nasdaq-100: CTSH) is one of the world's leading professional services companies, transforming clients' business, operating and technology models for the digital era. Our unique industry-based, consultative approach helps clients envision, build and run more innovative and efficient businesses. Headquartered in the U.S., Cognizant is ranked 205 on the Fortune 500 and is consistently listed among the most admired companies in the world. Learn how Cognizant helps clients lead with digital at www.cognizant.com or follow us @Cognizant.

Show more ",Business Analyst
3482023231,Business Analyst (loans & deposit),Globant,"We are a digitally native company where innovation, design and engineering meet scale. We use the latest technologies in the digital and cognitive field to empower organizations in every aspect. We want you to join us to work for the biggest clients in tech, retail, travel, banking, e-commerce and media, revolutionizing and growing their core businesses while helping them (and you!) stay ahead of the curve. Be part of a company with the most cutting-edge practices and technologies plus a unique team.




WHAT ARE WE LOOKING FOR?




We are looking for a Sr Business Analyst for a Full Time or C2C position in Berkeley Heights, NJ to join our team at Globant! If you are a highly motivated and experienced Senior Business Analyst, we want to meet you!




YOU’LL GET THE CHANCE TO:




Work with senior management and investment professionals in all sectors, presenting the opportunity to develop a deep understanding of our business.
Conceptualize, prepare, and execute large scale projects.
Perform financial and strategic analysis.
Record, capture, and understand data around our discretionary investment processes and use this data to reach conclusions on ways to improve business performance.
Design technology tools to improve the firm’s investment and management processes  Collaborate cross-functionally with all stakeholders (e.g. Portfolio managers, analysts, and Firm management).




WHAT WILL HELP YOU SUCCEED:




8+ years of professional experience as a Business Analyst
Understanding of loans & deposit systems and basic knowledge of API.
Experience with Core Account Processing data - Deposit and Loan knowledge to include the difference between the different types of accounts, transaction codes, debit/credit impacts, account balances, etc.
Basic understanding of an API – able to review and understand how they work, identify which API would work best for the function the Fintech is needing to perform, and help troubleshoot if one isn’t working as expected.
Strong background experience in Financial is a must
Proficiency in SQL, Python or other coding languages.
The ability to synthesize information quickly in order to provide an independent and objective viewpoint, propose appropriate solutions, and drive meaningful change.
The touch and gravitas to engage with influence stakeholders.
High level of ownership with ability to determine how best to add value, rather than focusing narrowly on delegated responsibilities.
Organization and project management skills and experience.










We are ready!

Show more ",Business Analyst
3490857968,Business Analyst,airtel,"Airtel Digital is hiring for Business Analyst Role.




Key Responsibilities:




Work collaboratively with multiple stakeholders towards successful requirement delivery
Document business requirements as user stories and their corresponding acceptance criteria
Creation of the business workflows and configuration on the platform
Help development team to debug configuration related issues
Need to closely work with development and product team




Skills Required:




Experienced in elicitation of requirement, specifications documentation (BRD/PRD) with proven skills in creating use cases and user stories
Excellent problem-solving skills
Experienced in working on complex technical programs involving integrations among multiple applications
Good logical reasoning and analytical skills
Need to be a Team player
Good Communication and interpersonal skills
Should have good Problem-solving skills
Good understanding of Agile methodologies
Experience of working on a workflow management tool




Educational Qualifications:

Bachelor's degree in computer science, Computers Engineering or comparable experience




Work Experience




Overall 4- 5.5 years of experience working as a business analyst
Experience of working as Business Analyst in Telecom Domain will be a plus

Show more ",Business Analyst
3469598075,Business Analyst,Wipro,"Wipro Limited (NYSE: WIT, BSE: 507685, NSE: WIPRO) is a leading global information technology, consulting and business process services company. We harness the power of cognitive computing, hyper-automation, robotics, cloud, analytics and emerging technologies to help our clients adapt to the digital world and make them successful. A company recognized globally for its comprehensive portfolio of services, strong commitment to sustainability and good corporate citizenship, we have over 220,000 dedicated employees serving clients across six continents. Together, we discover ideas and connect the dots to build a better and a bold new future.




Wipro is an Equal Employment Opportunity employer and makes all employment and employment-related decisions without regard to a person's race, sex, national origin, ancestry, disability, sexual orientation, or any other status protected by applicable law.




JD: 8+ years of experience –

• Mid-level/Senior BA with strong functional/business analysis skills with around 8+ years of experience to work with CPB technology group

• Candidate should be able to work independently and should be self-motivated

• Candidate might be required to work with vendors or third parties in joint delivery teams

• The role requires application of functional skills and knowledge of the business to develop solutions to meet business needs

• As part of large, geographically distributed team(s), the candidate may have to manage stakeholders across multiple functional areas

• The position requires analytical skills in order to filter, prioritize and validate potentially complex material, technical or business or otherwise, from multiple sources

The candidate should preferably have skills on data technologies.
Show more ",Business Analyst
3482544023,Business Analyst,Capgemini,"Title: Business Analyst

Location: New York City, New York

Employment Terms: Fulltime + benefits




Quick Apply:

https://jobs.capgemini.com/job-invite/1645114/




Required Skills

5-7 years of experience in the data domain with a proven track record in data modelling, wrangling and visualization (Tableau or BI equivalent PowerBI, Qlik etc)
Strong understanding of SQL databases, DW and ETL technologies
Strong experience with MS Excel (proficient in the use of functions, pivot tables) and PowerPoint
Understanding of how data can be retrieved from an API platform (Nice to have)
Critical thinking mindset
High attention to detail, even in high-pressure, fast-paced sprints
A collaborative nature with a mindset oriented towards team
Deft navigation of data challenges: procurement, cleaning, transforming, and ingesting
A confident communicator (strong written and verbal English); a self-starter.

About Capgemini

Capgemini is a global leader in partnering with companies to transform and manage their business by harnessing the power of technology. The Group is guided every day by its purpose of unleashing human energy through technology for an inclusive and sustainable future. It is a responsible and diverse organization of over 340,000 + team members in more than 50+ countries. With its strong 55-year heritage and deep industry expertise, Capgemini is trusted by its clients to address the entire breadth of their business needs, from strategy and design to operations, fueled by the fast-evolving and innovative world of cloud, data, AI, connectivity, software, digital engineering, and platforms. The Group reported 2021 global revenues of €18 billion.

Get The Future You Want | www.capgemini.com

Disclaimer

Capgemini is an Equal Opportunity Employer encouraging diversity in the workplace. All qualified applicants will receive consideration for employment without regard to race, national origin, gender identity/expression, age, religion, disability, sexual orientation, genetics, veteran status, marital status or any other characteristic protected by law.

This is a general description of the Duties, Responsibilities and Qualifications required for this position. Physical, mental, sensory or environmental demands may be referenced in an attempt to communicate the manner in which this position traditionally is performed. Whenever necessary to provide individuals with disabilities an equal employment opportunity, Capgemini will consider reasonable accommodations that might involve varying job requirements and/or changing the way this job is performed, provided that such accommodations do not pose an undue hardship.

Click the following link for more information on your rights as an Applicant http://www.capgemini.com/resources/equal-employment-opportunity-is-the-law

Applicants for employment in the US must have valid work authorization that does not now and/or will not in the future require sponsorship of a visa for employment authorization in the US by Capgemini.

Salary Transparency

Capgemini discloses salary range information in compliance with state and local pay transparency obligations. The disclosed range represents the lowest to highest salary we, in good faith, believe we would pay for this role at the time of this posting, although we may ultimately pay more or less than the disclosed range, and the range may be modified in the future. The disclosed range takes into account the wide range of factors that are considered in making compensation decisions including, but not limited to, geographic location, relevant education, qualifications, certifications, experience, skills, seniority, performance, sales or revenue-based metrics, and business or organizational needs. At Capgemini, it is not typical for an individual to be hired at or near the top of the range for their role. The base salary range for the tagged location is $80,420-$106,050.

This role may be eligible for other compensation including variable compensation, bonus, or commission. Full time regular employees are eligible for paid time off, medical/dental/vision insurance, 401(k), and any other benefits to eligible employees.

Note: No amount of pay is considered to be wages or compensation until such amount is earned, vested, and determinable. The amount and availability of any bonus, commission, or any other form of compensation that are allocable to a particular employee remains in the Company's sole discretion unless and until paid and may be modified at the Company’s sole discretion, consistent with the law.

Show more ",Business Analyst
3484865584,Business Analyst,Tech Mahindra,"Job Title : Business Analyst

Job Location: Qatar

Experience- 7+ Years

Duration : 12+ Months

Skills and Responsibilities:

Candidate should have at least 7 years of experience as Business analyst in IT system development.

Should have good analytical and process skills, Well versed in Agile/Scrum methodology.

Should be able to Analyze, prepare, draft and review the requirements.

Liaison with business users /Product owners to study the existing process and analyze the requirements and propose improvements.

Should have experience in on boarding development team on the requirements to implement the functionality without any gap.

Prepare use cases and testcases for UAT together with business users.

Must have knowledge and experience on Data Projects and preferable in airline domain.

Total Experience:

Notice Period:

Current Company :

Current Salary:

Expected Salary:

Current Location:

Preferred Location:

I hope you have a great day.

Show more ",Business Analyst
3502936721,Business Analyst,HCLTech,"The ideal candidate is a team player who will be responsible for working with company data in various business areas. Specific responsibilities include reporting metrics, analyzing methodologies, suggesting operation improvements, and building proposal evaluations in a cross-functional environment.

Responsibilities

Reference Data context comprehension

Good Excel skills

JIRA/Confluence knowledge

Able to cover topics as a project manager when needed

Business Analysis Skills
Show more ",Business Analyst
3481673472,Business Analyst,HSBC,"Business Analyst

£522.50 PAYE / 671.06 Umbrella

London (Hybrid)

Contract until Nov 2023




HSBC are currently searching for a Business Analyst to join the Derivative Clearing Services team in London. As part of the Derivatives Clearing Services (DCS) delivery team, the purpose of the role is to drive understanding, clean up and remediation of current processes. This will include delivery of root cause analysis, process mapping and data analysis, while supporting architecture design & process change to remediate current process breaks, so leading to increased process automation and scalability




Responsibilities:

Partner with front to back process owners to complete root cause analysis of current process breaks, and establish baseline metrics
Drive break clearance with BAU teams, and where needed draft changes for BAU approval in production
Draft and agree with stakeholders L4 process maps so the current state flows are understood, then partner with stakeholders to design future state automated processes and controls
Support IT development by delivering requirements and test cases, then drive testing as needed
Ensure ongoing process performance and control reporting is implemented and an ownership model is established for control actions
Working closely with front to back stakeholders to agree on the specification, timing and delivery of cross functional services
Ensure appropriate operating controls are put in place prior to go live, including such areas as reconciliations, process & control ownership agreed, etc




Knowledge / Experience:

Strong business analysis skills
Settlement processes experience
Collateral management experience
Operational experience
Demonstrable project planning and management skills through delivery examples
Good communication and interpersonal skills
Willing and motivated to speak up in meetings where there may be ambiguity to drive clarity and success
Both a teamwork approach and self-sufficiency
Ability to work flexibly and take responsibility for all areas of work as required
Independent / Creative Thinking
Stakeholder Management / Influencing
Must have worked in an Investment Bank operations line / change or business change role
A background in Markets collateral and or settlements processes, and associated controls such as reconciliations
Good and demonstrable experience through examples of senior stakeholder relationship management
Some experience of accounting an advantage




If you are interested in this position, please do not hesitate to apply! Either apply direct or reach out at Amy.Walker@tapfin.com

Show more ",Business Analyst
3500047446,Business Analyst,Insight Global,"Location: REMOTE - but MUST sit in Orlando, FL

Duration: 8 month contract (possible extensions)




Must Haves:

3+ years of experience as a Business Analyst
Experience with User Stories, Documentation, and translating technical requirements to software teams
Strong communication, verbal and written
Experience with Scrum and Agile methodologies




Plusses:

ServiceNow
Salesforce

Day to Day:

The Business Analyst will be responsible for the design, delivery, and support of workflow offerings for Disney Technology customers.

This individual will engage business stakeholders to: elicit and define business requirements; design, develop, and collaborate with other team members to implement solutions that meet business needs; collaborate with cross-functional teams to implement integrated solutions; provide Scrum support for a major project initiative.

The role will help service owners and stakeholders achieve business benefits by ensuring that requirements for both the end user and the delivery team are considered and included. The role will advise the technology customer on which functionality is important to their product set and target customer base and will be responsible for documenting any required business changes from the standard functionality of service catalog.

The role requires extended understanding of business processes and practices and an end user mentality; strong business analysis skills; strong project management and communication skills. The role will interface with multiple departments across Technology and our End User communities. This role will also require some Scrum experience, with approx. 25% of the role dedicated to managing project planning and sprints, in conjunction with the functional team and project resources.

Activities include:

• Work with technology and end user communities to understand business processes and elicit, define, analyze, and document requirements. Lead discussions and workshops mapping business requirements.

• Collaborate with functional and technical teams across Disney Technology to define, design and deliver robust integrated solutions that meet business needs, follow industry best practices, leverage standard application functionality, adhere to application design guidelines, strategies, best practices, knowledge of the requirements and past project delivery experience to help identify risks and prioritize tasks.

• Ensure quality and relevance of user requirements, functional specifications, technical specifications, data models, and process flow diagrams to control engagement scope, sustain high delivery quality and ultimately deliver the project successfully.

• Create deliverables according to the Software Development Lifecycle such as user stories, requirements documentation, functional and technical specifications, test cases, and system documentation.

• Create integrated test cases to cover business processes and system functions; collaborate with QA resources to execute tests; analyze and resolve defects.

• Collaborate with business partners throughout the development lifecycle to ensure solutions will meet business needs and deliver the desired benefits.

• Facilitate resolution of cross-team business issues.

• Collaborate with business partners on deployment including training, change management, and communications.

• Manage own work to deliver according to project schedules; be accountable for delivery.

• Apply project management standards and concepts; prepare work estimates and work schedules; create and update documentation including project plans, user stories and manage the sprint backlog.

• Support production systems; proactively work to analyze and resolve production problems in a timely manner. Assess and resolve end user service requests. Contribute to continuous improvement processes including identification of root cause and corrective actions.

• Identify opportunities to leverage applications to improve business processes, and support business re-engineering efforts. Research and represent industry best practices.

Show more ",Business Analyst
